# CDS alignment filter
# PYTHON VERSION: 3.7.12
# Script call:    06_aln_filter.py -i /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/01-Guidance/ -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter/ --overwrite
# Runtime:        07/11/2023 13:57:13
# ----------------
# IO OPTIONS
# Input CDS directory:    /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/01-Guidance
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Min sequences required after filters:4
# Output directory:       /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter-spec4-seq20-site50
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/18spec/02-Filter-spec4-seq20-site50/aln-stats-spec4-seq20-site50.log
# ----------------
# 07.11.2023 | 13:57:13 Beginning filter.
align	pre guidance codon length	guidance codons rm	pre num seqs	pre num species	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre informative codon sites	pre informative nt sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post num species	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post informative codon sites	post informative nt sites	post stop codons	post percent sites with gap	post gappy sites
ORTHOMCL9137	1775.6666666666665	820.6666666666666	8	8	955	574.875	8	0	8	6	293	716	0	703	703	278	4	4	677	525.5	8	0	4	6	290	703	0	427	427
ORTHOMCL4516	935.6666666666666	555.6666666666666	16	13	380	110.8125	16	0	16	0	106	217	0	380	273	272	12	12	108	88.0	16	0	4	0	103	211	0	108	4
ORTHOMCL7419	902.6666666666667	508.6666666666667	11	11	394	135.1818181818182	11	0	11	0	93	282	0	359	355	251	6	6	143	102.54545454545455	11	0	5	0	85	254	0	110	106
ORTHOMCL15620	791.6666666666667	382.6666666666667	4	4	409	203.75	4	0	2	0	0	0	0	409	409	4	2	2	405	202.5	2	1	2	0	0	0	0	405	405
ORTHOMCL18383	948.6666666666666	128.66666666666666	4	4	820	363.0	4	0	4	12	23	57	0	566	566	552	3	3	268	222.0	4	0	1	12	23	52	0	18	18
ORTHOMCL6636	728.6666666666667	367.6666666666667	13	12	361	201.6153846153846	13	0	13	1	181	406	0	174	161	166	10	9	195	179.84615384615384	13	0	3	1	175	382	0	15	3
ORTHOMCL1657	626.6666666666666	135.66666666666666	21	16	491	407.8095238095238	21	0	4	1	420	810	0	238	62	69	19	15	422	397.14285714285717	21	0	2	1	413	799	0	175	0
ORTHOMCL5107	781.6666666666666	130.66666666666666	14	14	651	318.2857142857143	14	0	14	2	297	625	0	430	409	342	11	11	309	285.57142857142856	14	0	3	2	287	604	0	93	75
ORTHOMCL14089	1286.6666666666667	210.66666666666666	5	4	1076	976.4	5	0	0	127	724	1239	0	199	199	78	5	4	998	945.6	5	0	0	123	720	1232	0	129	129
ORTHOMCL1311	5774.666666666667	4123.666666666667	22	14	1651	135.6818181818182	16	1	22	0	96	218	0	1651	1651	1592	11	11	59	30.318181818181817	12	1	11	0	50	112	0	59	59
ORTHOMCL10574	182.66666666666669	73.66666666666667	7	7	109	61.857142857142854	7	0	7	1	42	82	0	60	60	61	7	7	48	47.142857142857146	7	0	0	0	41	81	0	1	1
ORTHOMCL16581	416.66666666666663	175.66666666666666	4	4	241	224.0	4	0	0	7	13	83	0	22	22	14	4	4	227	219.25	4	0	0	7	13	82	0	9	9
ORTHOMCL3575	1514.6666666666667	241.66666666666666	17	17	1273	951.3529411764706	17	0	5	0	1059	1533	0	1063	486	166	13	13	1107	924.8823529411765	17	0	4	0	1037	1491	0	899	330
ORTHOMCL11126	280.6666666666667	93.66666666666667	6	6	187	134.33333333333334	6	0	4	0	54	134	0	83	83	25	3	3	162	126.66666666666667	6	0	3	0	54	134	0	59	59
ORTHOMCL13588	995.6666666666667	406.6666666666667	5	5	589	448.0	5	0	4	30	113	304	0	171	171	172	5	5	417	406.0	5	0	0	30	113	304	0	1	1
ORTHOMCL4365	424.66666666666663	203.66666666666666	16	15	221	116.25	16	0	16	0	132	298	0	221	142	87	11	11	134	104.125	16	0	5	0	126	281	0	134	59
ORTHOMCL8567	447.6666666666667	272.6666666666667	9	9	175	70.44444444444444	9	0	9	1	42	99	0	117	117	118	9	9	57	56.44444444444444	9	0	0	1	41	98	0	0	0
ORTHOMCL17479	254.66666666666669	64.66666666666667	4	4	190	148.25	4	0	2	7	3	13	0	66	66	24	2	2	166	141.0	4	0	2	7	3	13	0	43	43
ORTHOMCL13049	400.66666666666663	244.66666666666666	5	5	156	74.2	5	0	4	2	8	47	0	102	102	105	5	5	51	49.4	5	0	0	2	7	41	0	2	2
ORTHOMCL2053	2034.6666666666667	1495.6666666666667	20	17	539	117.65	18	1	20	0	124	311	0	539	508	424	13	13	115	82.25	17	1	7	0	107	275	0	115	85
ORTHOMCL15993	310.6666666666667	28.666666666666668	4	4	282	235.75	4	0	1	10	13	27	0	4	4	0	3	3	282	235.75	4	0	1	10	13	27	0	4	4
ORTHOMCL13028	610.6666666666666	9.666666666666666	5	5	601	335.8	5	0	4	11	41	85	0	414	414	239	3	3	362	280.8	5	0	2	11	40	82	0	178	178
ORTHOMCL5727	599.6666666666667	405.6666666666667	14	12	194	37.142857142857146	11	1	14	0	32	59	0	194	194	150	7	7	44	24.0	9	1	7	0	28	52	0	44	44
ORTHOMCL5489	2557.6666666666665	2439.6666666666665	15	4	118	13.933333333333334	9	1	15	0	4	7	0	118	118	117	1	1	1	0.06666666666666667	1	1	14	0	0	0	0	1	1
ORTHOMCL12801	383.66666666666663	151.66666666666666	5	5	232	150.8	5	0	4	17	36	44	0	100	100	104	5	5	128	122.6	5	0	0	17	35	42	0	4	4
ORTHOMCL13794	266.6666666666667	100.66666666666667	5	5	166	117.4	5	0	4	7	21	74	0	68	68	68	5	5	98	95.2	5	0	0	7	19	68	0	6	6
ORTHOMCL5027	1107.6666666666667	369.6666666666667	14	7	738	505.0	14	0	7	6	544	1100	0	489	432	170	9	5	568	459.7857142857143	14	0	5	6	504	1004	0	326	270
ORTHOMCL520	1284.6666666666667	352.6666666666667	28	14	932	361.67857142857144	28	0	28	0	486	954	0	821	680	646	20	11	286	252.57142857142858	28	0	8	0	276	502	0	179	45
ORTHOMCL9998	296.6666666666667	102.66666666666667	7	6	194	126.0	7	0	5	0	65	145	0	148	148	51	4	4	143	111.71428571428571	7	0	3	0	64	138	0	99	99
ORTHOMCL17591	446.6666666666667	44.666666666666664	4	4	402	319.75	4	0	3	36	6	17	0	82	82	89	4	4	313	292.75	4	0	0	34	6	17	0	1	1
ORTHOMCL15668	140.66666666666666	0.6666666666666666	4	4	140	105.0	4	0	3	20	8	9	0	40	40	32	3	3	108	96.5	4	0	1	20	8	9	0	9	9
ORTHOMCL9373	310.66666666666663	167.66666666666666	8	8	143	96.75	8	0	8	2	62	109	0	50	50	56	8	8	87	83.375	8	0	0	2	58	94	0	1	1
ORTHOMCL4175	576.6666666666667	272.6666666666667	15	15	304	111.86666666666666	15	0	15	0	95	197	0	236	207	206	12	12	98	88.53333333333333	15	0	3	0	88	181	0	36	10
ORTHOMCL7851	1322.6666666666667	280.6666666666667	10	9	1042	634.0	10	0	6	1	527	1068	0	866	812	294	5	5	748	536.8	10	0	5	1	507	990	0	574	522
ORTHOMCL13026	1383.6666666666665	970.6666666666666	5	4	413	137.8	5	0	5	0	0	0	0	413	413	319	3	3	94	56.4	3	1	2	0	0	0	0	94	94
ORTHOMCL10054	905.6666666666667	508.6666666666667	7	6	397	140.42857142857142	7	0	7	0	47	121	0	348	348	285	5	5	112	86.71428571428571	7	0	2	0	44	114	0	67	67
ORTHOMCL9353	365.6666666666667	23.666666666666668	8	5	342	287.125	8	0	2	4	184	456	0	99	99	52	8	5	290	276.125	8	0	0	4	181	447	0	51	51
ORTHOMCL15337	221.66666666666666	19.666666666666668	4	4	202	195.5	4	0	0	28	16	59	0	8	8	9	4	4	193	192.5	4	0	0	28	16	59	0	0	0
ORTHOMCL627	1719.6666666666665	958.6666666666666	27	18	761	207.77777777777777	27	0	27	0	262	488	0	761	761	507	13	12	254	176.2962962962963	27	0	14	0	243	452	0	254	254
ORTHOMCL18860	789.6666666666666	210.66666666666666	4	4	579	204.75	4	0	3	9	7	20	0	495	495	498	4	4	81	77.75	4	0	0	9	7	20	0	1	1
ORTHOMCL12453	575.6666666666666	29.666666666666668	6	4	546	181.66666666666666	6	0	5	1	24	71	0	462	462	453	5	3	93	84.5	6	0	1	1	24	71	0	10	10
ORTHOMCL12354	952.6666666666667	413.6666666666667	6	6	539	229.33333333333334	6	0	6	4	56	199	0	370	370	376	5	5	163	152.16666666666666	6	0	1	4	49	186	0	7	7
ORTHOMCL12139	1629.6666666666667	1249.6666666666667	6	5	380	98.0	6	0	6	0	0	0	0	380	380	379	2	2	1	0.3333333333333333	2	1	4	0	0	0	0	1	1
ORTHOMCL7547	538.6666666666666	115.66666666666667	11	9	423	327.45454545454544	11	0	3	1	304	623	0	269	153	47	8	6	376	315.1818181818182	11	0	3	1	294	606	0	226	111
ORTHOMCL643	917.6666666666666	236.66666666666666	27	13	681	296.6296296296296	27	0	26	0	329	732	0	677	401	350	21	10	331	273.81481481481484	27	0	6	0	316	706	0	327	58
ORTHOMCL3880	609.6666666666667	408.6666666666667	17	13	201	95.76470588235294	14	1	17	0	126	253	0	201	201	60	9	9	141	86.88235294117646	12	1	8	0	121	237	0	141	141
ORTHOMCL12323	283.6666666666667	8.666666666666666	6	4	275	265.8333333333333	6	0	0	18	106	279	0	5	5	6	6	4	269	263.1666666666667	6	0	0	18	106	278	0	0	0
ORTHOMCL1536	1098.6666666666665	718.6666666666666	21	17	380	105.80952380952381	21	0	21	0	104	174	0	380	278	283	16	14	97	83.42857142857143	21	0	5	0	95	161	0	97	1
ORTHOMCL15526	220.66666666666666	25.666666666666668	4	4	195	184.5	4	0	0	22	10	38	0	0	0	0	4	4	195	184.5	4	0	0	22	10	38	0	0	0
ORTHOMCL4897	1190.6666666666665	578.6666666666666	15	14	612	309.4	15	0	14	2	306	601	0	408	298	298	12	11	314	283.26666666666665	15	0	3	2	301	589	0	113	5
ORTHOMCL5252	232.66666666666666	154.66666666666666	15	12	78	48.86666666666667	15	0	15	0	54	109	0	78	21	22	10	9	56	45.2	15	0	5	0	51	102	0	56	1
ORTHOMCL5711	174.66666666666666	54.666666666666664	14	14	120	92.42857142857143	14	0	11	0	84	188	0	28	28	30	13	13	90	87.64285714285714	14	0	1	0	82	184	0	1	1
ORTHOMCL10373	297.6666666666667	66.66666666666667	7	5	231	116.57142857142857	7	0	7	1	30	105	0	180	180	130	3	3	101	77.42857142857143	7	0	4	1	30	104	0	50	50
ORTHOMCL5084	538.6666666666666	5.666666666666667	15	15	533	429.3333333333333	15	0	4	3	457	658	0	415	132	33	12	12	500	425.8666666666667	15	0	3	3	457	658	0	382	99
ORTHOMCL7804	790.6666666666666	125.66666666666667	10	4	665	541.2	8	1	2	25	332	525	0	256	116	93	8	4	572	516.7	8	1	2	25	321	506	0	172	33
ORTHOMCL15798	198.66666666666669	64.66666666666667	4	4	134	109.0	4	0	1	6	2	13	0	11	11	9	3	3	125	104.75	4	0	1	6	2	13	0	5	5
ORTHOMCL11406	1260.6666666666665	841.6666666666666	6	6	419	210.16666666666666	6	0	6	10	65	149	0	257	257	260	5	5	159	149.33333333333334	6	0	1	10	60	140	0	11	11
ORTHOMCL7459	1582.6666666666667	1120.6666666666667	11	11	462	119.0	11	0	11	1	68	152	0	410	386	376	9	9	86	74.9090909090909	11	0	2	1	62	138	0	39	15
ORTHOMCL13090	213.66666666666669	80.66666666666667	5	5	133	69.0	5	0	4	6	12	21	0	80	80	81	5	5	52	51.2	5	0	0	6	11	20	0	1	1
ORTHOMCL3888	1135.6666666666667	253.66666666666666	17	17	882	332.6470588235294	17	0	16	0	348	787	0	793	652	527	12	12	355	294.52941176470586	17	0	5	0	338	763	0	266	127
ORTHOMCL15356	209.66666666666666	55.666666666666664	4	4	154	129.25	4	0	1	18	11	15	0	10	10	8	3	3	146	127.0	4	0	1	18	11	15	0	2	2
ORTHOMCL11329	689.6666666666666	168.66666666666666	6	6	521	270.0	6	0	5	2	78	277	0	362	362	235	4	4	286	229.16666666666666	6	0	2	2	78	274	0	129	129
ORTHOMCL7400	1183.6666666666667	378.6666666666667	11	10	805	352.90909090909093	11	0	11	1	284	724	0	616	589	437	7	7	368	302.3636363636364	11	0	4	1	277	700	0	180	154
ORTHOMCL13281	637.6666666666666	185.66666666666666	5	5	452	360.2	5	0	2	25	78	147	0	104	104	99	4	4	353	328.6	5	0	1	24	74	143	0	19	19
ORTHOMCL15474	2973.666666666667	1285.6666666666667	4	4	1688	875.75	4	0	3	11	20	28	0	1152	1152	566	2	2	1122	721.75	4	0	2	11	20	28	0	595	595
ORTHOMCL13105	173.66666666666666	23.666666666666668	5	5	150	126.0	5	0	2	4	22	83	0	57	57	6	3	3	144	123.4	5	0	2	4	22	83	0	51	51
ORTHOMCL14215	694.6666666666667	281.6666666666667	5	4	413	324.8	3	1	3	3	48	247	0	104	104	92	4	3	321	290.6	3	1	1	3	47	244	0	16	16
ORTHOMCL4572	1178.6666666666665	933.6666666666666	16	16	245	90.9375	16	0	16	0	104	244	0	245	204	139	9	9	106	77.625	16	0	7	0	98	228	0	106	68
ORTHOMCL1503	676.6666666666666	251.66666666666666	21	17	425	251.57142857142858	21	0	21	0	280	496	0	418	144	146	15	12	279	238.04761904761904	21	0	6	0	272	482	0	272	5
ORTHOMCL6892	600.6666666666667	417.6666666666667	12	12	183	50.416666666666664	10	1	12	0	33	95	0	183	183	135	8	8	48	35.333333333333336	10	1	4	0	32	82	0	48	48
ORTHOMCL17405	1116.6666666666667	338.6666666666667	4	4	778	322.5	4	0	3	11	5	14	0	603	603	574	3	3	204	173.0	4	0	1	10	5	14	0	38	38
ORTHOMCL4885	587.6666666666667	317.6666666666667	15	14	270	166.26666666666668	15	0	14	2	158	299	0	131	119	115	14	13	155	144.86666666666667	15	0	1	2	145	273	0	25	15
ORTHOMCL13454	900.6666666666667	459.6666666666667	5	5	441	328.0	5	0	4	18	71	197	0	142	142	151	5	5	290	286.8	5	0	0	18	70	190	0	5	5
ORTHOMCL9394	432.6666666666667	259.6666666666667	8	8	173	77.625	8	0	8	0	38	108	0	115	115	105	7	7	68	60.625	8	0	1	0	36	99	0	13	13
ORTHOMCL6858	550.6666666666666	146.66666666666666	12	11	404	205.25	12	0	11	1	193	349	0	316	235	184	8	7	220	185.83333333333334	12	0	4	1	189	339	0	133	54
ORTHOMCL4370	494.66666666666663	174.66666666666666	16	16	320	195.0625	16	0	15	0	197	425	0	229	112	120	14	14	200	179.0	16	0	2	0	187	402	0	112	2
ORTHOMCL1318	1297.6666666666665	729.6666666666666	22	14	568	289.8636363636364	20	1	22	0	380	858	0	568	427	179	12	11	389	274.1363636363636	20	1	10	0	370	831	0	389	251
ORTHOMCL9153	944.6666666666666	678.6666666666666	8	8	266	114.375	8	0	8	1	65	121	0	189	189	168	3	3	98	83.0	8	0	5	1	62	115	0	23	23
ORTHOMCL1578	953.6666666666667	352.6666666666667	20	14	601	328.8	20	0	19	0	349	558	0	465	361	235	13	10	366	303.6	20	0	7	0	336	532	0	232	137
ORTHOMCL4551	251.66666666666666	149.66666666666666	16	16	102	46.75	16	0	16	0	44	109	0	85	56	58	14	14	44	36.9375	16	0	2	0	40	93	0	30	3
ORTHOMCL255	1677.6666666666665	768.6666666666666	34	15	909	384.61764705882354	34	0	34	2	374	772	0	627	531	536	31	15	373	354.2647058823529	34	0	3	2	360	739	0	101	9
ORTHOMCL15854	380.6666666666667	74.66666666666667	4	4	306	279.5	4	0	0	33	12	35	0	32	32	34	4	4	272	269.25	4	0	0	32	12	35	0	1	1
ORTHOMCL30	2721.666666666667	1522.6666666666667	85	17	1199	260.16470588235296	83	1	85	0	324	842	0	1199	1121	900	54	13	299	221.1529411764706	83	1	31	0	286	752	0	299	228
ORTHOMCL6081	111.66666666666667	16.666666666666668	14	14	95	78.14285714285714	14	0	1	3	73	97	0	18	18	19	14	14	76	74.07142857142857	14	0	0	3	70	93	0	2	2
ORTHOMCL11482	484.6666666666667	317.6666666666667	6	5	167	76.16666666666667	4	1	6	1	39	79	0	106	106	106	5	4	61	52.333333333333336	4	1	1	1	37	76	0	6	6
ORTHOMCL1148	567.6666666666666	254.66666666666666	23	17	313	229.34782608695653	23	0	20	1	238	486	0	223	71	75	20	16	238	220.47826086956522	23	0	3	1	233	474	0	150	2
ORTHOMCL3746	823.6666666666667	467.6666666666667	17	15	356	124.05882352941177	17	0	17	0	119	211	0	261	254	245	16	14	111	100.3529411764706	17	0	1	0	108	187	0	20	14
ORTHOMCL16283	283.6666666666667	21.666666666666668	4	4	262	171.75	4	0	2	19	12	23	0	161	161	20	2	2	242	166.25	4	0	2	19	12	23	0	142	142
ORTHOMCL5726	332.6666666666667	43.666666666666664	14	14	289	124.42857142857143	14	0	14	0	111	258	0	227	219	172	10	10	117	102.0	14	0	4	0	107	246	0	57	50
ORTHOMCL429	4234.666666666667	1229.6666666666667	30	17	3005	347.5	28	1	30	0	307	689	0	3005	2755	2713	19	13	292	236.96666666666667	28	1	11	0	282	633	0	292	62
ORTHOMCL19078	505.6666666666667	88.66666666666667	4	4	417	240.75	4	0	3	7	13	67	0	274	274	156	2	2	261	196.0	4	0	2	7	13	66	0	121	121
ORTHOMCL512	1765.6666666666665	911.6666666666666	29	13	854	283.17241379310343	29	0	29	0	306	519	0	854	612	557	25	12	297	250.9655172413793	29	0	4	0	289	495	0	297	60
ORTHOMCL15706	245.66666666666669	67.66666666666667	4	4	178	138.25	4	0	3	21	18	27	0	57	57	47	4	4	131	125.5	4	0	0	21	18	27	0	11	11
ORTHOMCL4708	439.66666666666663	142.66666666666666	16	15	297	224.5625	16	0	5	1	232	475	0	160	77	51	12	12	246	218.1875	16	0	4	1	229	469	0	111	28
ORTHOMCL4037	2993.666666666667	1991.6666666666667	17	14	1002	354.1764705882353	17	0	17	0	349	720	0	937	786	657	13	11	345	276.3529411764706	17	0	4	0	324	663	0	280	136
ORTHOMCL16836	525.6666666666666	58.666666666666664	4	4	467	276.5	4	0	2	13	6	13	0	366	366	25	2	2	442	268.75	4	0	2	13	6	12	0	342	342
ORTHOMCL4961	518.6666666666667	336.6666666666667	15	12	182	22.066666666666666	13	1	15	0	12	17	0	182	182	172	10	10	10	6.066666666666666	7	2	5	0	8	11	0	10	10
ORTHOMCL530	5913.666666666666	2428.6666666666665	27	15	3485	1462.1851851851852	25	1	25	0	2490	4905	0	3485	3164	2264	17	10	1221	848.5555555555555	25	1	10	0	1192	2423	0	1221	911
ORTHOMCL2423	721.6666666666667	347.6666666666667	19	18	374	142.57894736842104	19	0	19	0	157	342	0	374	304	222	13	13	152	119.52631578947368	19	0	6	0	145	315	0	152	90
ORTHOMCL11104	600.6666666666666	181.66666666666666	6	6	419	159.16666666666666	6	0	6	5	66	108	0	316	316	312	6	6	107	98.83333333333333	6	0	0	3	60	101	0	11	11
ORTHOMCL10292	322.6666666666667	40.666666666666664	7	7	282	188.42857142857142	7	0	5	1	86	255	0	137	137	102	5	5	180	158.0	7	0	2	1	84	243	0	41	41
ORTHOMCL9166	1774.6666666666667	1119.6666666666667	8	8	655	334.25	8	0	8	1	205	346	0	430	430	304	4	4	351	281.625	8	0	4	1	199	331	0	133	133
ORTHOMCL14618	139.66666666666666	44.666666666666664	5	5	95	44.8	5	0	4	0	13	31	0	64	64	60	5	5	35	32.2	5	0	0	0	12	30	0	5	5
ORTHOMCL9251	657.6666666666666	156.66666666666666	8	7	501	304.5	8	0	4	2	227	318	0	427	427	60	4	3	441	295.875	8	0	4	2	227	318	0	367	367
ORTHOMCL2965	649.6666666666667	354.6666666666667	18	17	295	111.83333333333333	18	0	18	0	116	277	0	256	188	190	14	14	105	90.05555555555556	18	0	4	0	102	244	0	69	9
ORTHOMCL14825	149.66666666666669	90.66666666666667	5	5	59	31.6	5	0	4	3	4	10	0	39	39	30	3	3	29	25.0	5	0	2	3	4	10	0	9	9
ORTHOMCL13384	208.66666666666666	32.666666666666664	5	5	176	83.0	5	0	4	6	23	51	0	116	116	117	5	5	59	58.2	5	0	0	6	22	49	0	1	1
ORTHOMCL206	2083.666666666667	1472.6666666666667	38	18	611	49.421052631578945	31	1	38	0	74	141	0	611	611	589	13	10	22	10.5	25	1	25	0	20	35	0	22	22
ORTHOMCL4809	302.6666666666667	63.666666666666664	16	15	239	120.4375	16	0	15	0	121	228	0	212	113	116	14	13	123	107.4375	16	0	2	0	116	221	0	99	3
ORTHOMCL7052	850.6666666666667	416.6666666666667	11	11	434	183.27272727272728	11	0	11	0	159	282	0	434	369	217	5	5	217	147.8181818181818	11	0	6	0	148	261	0	217	152
ORTHOMCL8028	569.6666666666667	362.6666666666667	10	10	207	113.6	10	0	10	0	97	166	0	100	96	101	9	9	106	97.0	10	0	1	0	92	158	0	3	1
ORTHOMCL5393	591.6666666666666	242.66666666666666	15	15	349	185.53333333333333	15	0	14	0	198	408	0	321	224	135	11	11	214	171.46666666666667	15	0	4	0	192	392	0	186	93
ORTHOMCL12697	641.6666666666667	287.6666666666667	5	5	354	223.2	5	0	5	0	15	134	0	106	106	96	4	4	258	202.6	5	0	1	0	15	134	0	12	12
ORTHOMCL9475	1125.6666666666665	560.6666666666666	8	8	565	249.0	8	0	8	3	156	332	0	365	365	360	7	7	205	193.875	8	0	1	3	148	315	0	16	16
ORTHOMCL4725	365.6666666666667	108.66666666666667	16	16	257	215.625	16	0	2	0	213	421	0	52	36	45	14	14	212	203.125	16	0	2	0	203	399	0	13	1
ORTHOMCL7514	743.6666666666666	205.66666666666666	11	11	538	320.72727272727275	11	0	7	0	289	743	0	480	372	112	6	6	426	297.0	11	0	5	0	277	716	0	370	267
ORTHOMCL1986	1794.6666666666665	1022.6666666666666	20	16	772	46.0	14	1	20	0	11	25	0	772	772	762	13	13	10	5.9	13	1	7	0	9	22	0	10	10
ORTHOMCL7423	953.6666666666666	196.66666666666666	11	10	757	420.45454545454544	11	0	10	0	408	697	0	642	377	272	7	7	485	391.45454545454544	11	0	4	0	404	689	0	372	109
ORTHOMCL17164	198.66666666666669	64.66666666666667	4	4	134	81.25	4	0	4	9	12	28	0	69	69	72	4	4	62	60.75	4	0	0	9	12	27	0	1	1
ORTHOMCL8531	577.6666666666666	189.66666666666666	9	9	388	333.44444444444446	9	0	1	2	214	710	0	63	63	66	9	9	322	317.77777777777777	9	0	0	2	210	701	0	3	3
ORTHOMCL18358	607.6666666666666	236.66666666666666	4	4	371	208.25	4	0	3	18	18	62	0	245	245	175	2	2	196	158.5	4	0	2	18	17	60	0	74	74
ORTHOMCL4582	1385.6666666666665	802.6666666666666	16	16	583	208.6875	16	0	16	0	187	323	0	437	391	394	15	15	189	172.5625	16	0	1	0	177	303	0	47	6
ORTHOMCL3931	448.66666666666663	219.66666666666666	17	17	229	182.47058823529412	17	0	5	0	191	469	0	141	35	32	12	12	197	177.7058823529412	17	0	5	0	189	464	0	109	5
ORTHOMCL8824	203.66666666666669	106.66666666666667	9	8	97	88.77777777777777	7	1	0	1	73	111	0	15	15	9	9	8	88	85.33333333333333	7	1	0	1	72	110	0	6	6
ORTHOMCL4223	1311.6666666666665	674.6666666666666	16	15	637	274.8125	16	0	16	0	306	651	0	637	486	332	11	11	305	237.6875	16	0	5	0	286	613	0	305	163
ORTHOMCL16021	496.6666666666667	15.666666666666666	4	4	481	406.5	4	0	1	31	18	53	0	17	17	18	3	3	463	400.0	4	0	1	30	18	53	0	2	2
ORTHOMCL5644	183.66666666666669	69.66666666666667	14	14	114	95.42857142857143	14	0	1	1	92	196	0	16	16	17	13	13	97	92.5	14	0	1	1	90	191	0	1	1
ORTHOMCL8526	501.6666666666667	98.66666666666667	9	9	403	319.1111111111111	9	0	3	6	240	453	0	237	237	41	7	7	362	308.3333333333333	9	0	2	6	240	450	0	197	197
ORTHOMCL15809	514.6666666666666	245.66666666666666	4	4	269	222.0	4	0	1	26	27	52	0	39	39	33	3	3	236	210.5	4	0	1	26	27	52	0	11	11
ORTHOMCL8532	260.6666666666667	65.66666666666667	9	9	195	133.11111111111111	9	0	8	2	106	165	0	129	129	45	5	5	150	124.88888888888889	9	0	4	2	104	161	0	85	85
ORTHOMCL4712	353.6666666666667	100.66666666666667	16	15	253	169.4375	16	0	16	1	170	316	0	98	83	86	15	15	167	160.1875	16	0	1	1	165	305	0	12	2
ORTHOMCL10389	355.6666666666667	111.66666666666667	7	7	244	140.85714285714286	7	0	7	2	61	176	0	123	123	124	7	7	120	115.0	7	0	0	2	59	163	0	5	5
ORTHOMCL11808	254.66666666666666	16.666666666666668	6	6	238	152.83333333333334	6	0	5	3	39	71	0	164	164	53	4	4	185	142.16666666666666	6	0	2	3	39	70	0	111	111
ORTHOMCL7386	539.6666666666666	186.66666666666666	11	10	353	256.8181818181818	11	0	10	2	216	494	0	112	108	105	11	10	248	235.45454545454547	11	0	0	2	205	470	0	19	15
ORTHOMCL3843	476.6666666666667	113.66666666666667	17	16	363	242.76470588235293	17	0	16	4	247	497	0	265	108	113	15	15	250	226.1764705882353	17	0	2	4	236	471	0	153	4
ORTHOMCL2437	445.6666666666667	81.66666666666667	19	17	364	305.6842105263158	19	0	3	0	311	696	0	118	51	59	17	15	305	291.36842105263156	19	0	2	0	299	670	0	67	4
ORTHOMCL13668	214.66666666666666	7.666666666666667	5	4	207	194.2	5	0	0	49	49	61	0	16	16	18	5	4	189	189.0	5	0	0	48	49	61	0	0	0
ORTHOMCL10213	484.66666666666663	197.66666666666666	7	7	287	199.14285714285714	7	0	4	8	103	217	0	142	142	74	4	4	213	182.28571428571428	7	0	3	8	100	213	0	71	71
ORTHOMCL3209	1032.6666666666667	390.6666666666667	18	16	642	312.22222222222223	18	0	17	0	402	802	0	642	583	220	10	10	422	290.6666666666667	18	0	8	0	388	776	0	422	366
ORTHOMCL5018	819.6666666666666	232.66666666666666	14	12	587	139.64285714285714	14	0	13	6	91	130	0	493	493	485	14	12	102	96.42857142857143	14	0	0	6	88	123	0	10	10
ORTHOMCL6783	689.6666666666667	449.6666666666667	12	12	240	102.83333333333333	12	0	12	1	85	120	0	153	153	155	12	12	85	84.08333333333333	12	0	0	1	81	112	0	1	1
ORTHOMCL14378	321.66666666666663	219.66666666666666	5	4	102	22.2	5	0	4	0	0	0	0	102	102	101	1	1	1	0.2	1	1	4	0	0	0	0	1	1
ORTHOMCL11125	723.6666666666666	547.6666666666666	6	5	176	37.5	4	1	5	0	0	0	0	176	176	175	1	1	1	0.16666666666666666	1	1	5	0	0	0	0	1	1
ORTHOMCL6324	435.6666666666667	261.6666666666667	13	12	174	86.38461538461539	13	0	12	0	80	208	0	174	136	78	9	9	96	74.84615384615384	13	0	4	0	72	192	0	96	60
ORTHOMCL11898	475.6666666666667	88.66666666666667	6	4	387	346.8333333333333	6	0	0	26	169	259	0	47	47	36	6	4	351	336.5	6	0	0	25	168	255	0	16	16
ORTHOMCL9637	240.66666666666669	114.66666666666667	8	7	126	92.625	6	1	6	2	58	123	0	46	46	47	8	7	79	77.875	6	1	0	2	56	120	0	1	1
ORTHOMCL589	6566.666666666667	4488.666666666667	26	15	2078	80.61538461538461	13	1	26	0	0	0	0	2078	2078	2077	1	1	1	0.038461538461538464	1	1	25	0	0	0	0	1	1
ORTHOMCL1262	472.66666666666663	248.66666666666666	22	17	224	156.8181818181818	22	0	21	0	157	318	0	72	67	68	21	16	156	150.95454545454547	22	0	1	0	153	312	0	6	1
