# CDS alignment filter
# PYTHON VERSION: 3.10.0
# Script call:    aln_filter.py -i /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance/ -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter/ --overwrite
# Runtime:        01/06/2022 12:43:00
# ----------------
# IO OPTIONS
# Input CDS directory:    /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Min sequences required after filters:4
# Output directory:       /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50/aln-stats-spec4-seq20-site50.log
# ----------------
# 01.06.2022 | 12:43:00 Beginning filter.
align	pre guidance codon length	guidance codons rm	pre num seqs	pre num species	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre informative codon sites	pre informative nt sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post num species	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post informative codon sites	post informative nt sites	post stop codons	post percent sites with gap	post gappy sites
ORTHOMCL15467	665.6666666666666	102.66666666666667	4	4	563	305.25	4	0	2	2	5	23	0	456	456	80	2	2	483	280.0	4	0	2	2	5	22	0	379	379
ORTHOMCL1035	2088.6666666666665	827.6666666666666	20	20	1261	763.4	20	0	12	0	1012	1894	0	1261	1060	232	13	12	1029	732.5	20	0	7	0	982	1840	0	1029	828
ORTHOMCL757	2332.666666666667	1979.6666666666667	23	23	353	17.26086956521739	15	1	23	0	2	7	0	353	353	352	1	1	1	0.043478260869565216	1	1	22	0	0	0	0	1	1
ORTHOMCL5459	258.6666666666667	98.66666666666667	13	13	160	85.53846153846153	13	0	13	1	73	166	0	88	82	85	13	13	75	72.6923076923077	13	0	0	1	69	158	0	7	1
ORTHOMCL8030	411.6666666666667	50.666666666666664	9	9	361	293.0	9	0	2	5	241	395	0	165	165	47	7	7	314	280.6666666666667	9	0	2	5	236	386	0	121	121
ORTHOMCL4072	767.6666666666666	147.66666666666666	14	14	620	473.64285714285717	14	0	3	0	503	1135	0	461	460	73	11	10	547	456.57142857142856	14	0	3	0	489	1103	0	391	390
ORTHOMCL3643	452.66666666666663	203.66666666666666	14	14	249	174.5	14	0	13	0	177	386	0	108	107	62	11	11	187	164.78571428571428	14	0	3	0	173	368	0	49	49
ORTHOMCL10175	797.6666666666667	385.6666666666667	6	6	412	134.66666666666666	6	0	5	0	10	54	0	382	382	304	3	3	108	73.33333333333333	6	0	3	0	10	53	0	78	78
ORTHOMCL9187	956.6666666666666	166.66666666666666	7	7	790	443.7142857142857	7	0	6	6	200	626	0	406	406	406	7	6	384	377.7142857142857	7	0	0	6	197	617	0	6	6
ORTHOMCL5120	1204.6666666666665	869.6666666666666	14	14	335	127.71428571428571	14	0	14	0	123	274	0	284	252	213	11	11	122	103.64285714285714	14	0	3	0	113	250	0	72	45
ORTHOMCL8735	997.6666666666667	397.6666666666667	8	8	600	272.75	8	0	7	0	121	273	0	433	433	355	6	5	245	208.5	8	0	2	0	120	272	0	78	78
ORTHOMCL4911	467.66666666666663	250.66666666666666	14	14	217	121.07142857142857	14	0	14	1	118	217	0	122	96	98	11	11	119	110.35714285714286	14	0	3	1	113	205	0	25	1
ORTHOMCL14792	2133.666666666667	1320.6666666666667	4	4	813	317.0	4	0	4	5	16	55	0	693	693	610	2	2	203	151.0	4	0	2	3	16	49	0	95	95
ORTHOMCL6280	571.6666666666667	256.6666666666667	12	12	315	263.8333333333333	12	0	2	0	258	526	0	145	56	28	10	7	287	259.5833333333333	12	0	2	0	256	521	0	118	29
ORTHOMCL2275	627.6666666666667	270.6666666666667	17	17	357	173.7058823529412	17	0	16	0	211	485	0	357	339	135	11	10	222	162.41176470588235	17	0	6	0	206	472	0	222	204
ORTHOMCL9548	550.6666666666666	102.66666666666667	7	7	448	365.85714285714283	7	0	1	3	190	640	0	82	82	77	6	6	371	352.2857142857143	7	0	1	3	188	636	0	8	8
ORTHOMCL5000	226.66666666666666	59.666666666666664	14	14	167	110.35714285714286	14	0	13	0	107	143	0	75	69	53	12	12	114	104.78571428571429	14	0	2	0	106	142	0	22	16
ORTHOMCL5353	190.66666666666666	55.666666666666664	13	13	135	102.84615384615384	13	0	11	0	99	210	0	35	32	35	12	12	100	96.6923076923077	13	0	1	0	95	204	0	4	1
ORTHOMCL9270	661.6666666666667	286.6666666666667	7	7	375	267.85714285714283	7	0	5	7	118	273	0	124	124	125	6	6	250	231.14285714285714	7	0	1	6	112	260	0	9	9
ORTHOMCL2137	1171.6666666666665	799.6666666666666	17	17	372	117.6470588235294	17	0	17	0	117	226	0	372	310	263	11	10	109	87.52941176470588	17	0	6	0	99	188	0	109	54
ORTHOMCL5815	410.66666666666663	219.66666666666666	13	13	191	73.84615384615384	13	0	13	1	61	86	0	128	128	130	13	12	61	59.15384615384615	13	0	0	1	57	80	0	2	2
ORTHOMCL11133	1927.6666666666665	948.6666666666666	6	6	979	694.6666666666666	6	0	6	5	258	540	0	267	267	236	4	4	743	630.6666666666666	6	0	2	5	248	521	0	52	52
ORTHOMCL8906	3316.6666666666665	820.6666666666666	8	8	2496	440.375	5	1	7	0	6	8	0	2496	2496	2457	4	4	39	19.25	4	1	4	0	6	8	0	39	39
ORTHOMCL6233	306.6666666666667	47.666666666666664	12	12	259	171.75	12	0	9	0	176	390	0	217	131	54	8	8	205	164.33333333333334	12	0	4	0	174	383	0	163	78
ORTHOMCL9853	833.6666666666666	160.66666666666666	7	7	673	479.42857142857144	7	0	4	2	193	491	0	292	292	246	6	3	427	378.2857142857143	7	0	1	2	193	490	0	47	47
ORTHOMCL4596	847.6666666666667	365.6666666666667	14	14	482	326.2857142857143	14	0	13	0	332	698	0	323	241	112	11	11	370	310.2857142857143	14	0	3	0	324	678	0	214	134
ORTHOMCL10750	562.6666666666667	350.6666666666667	6	6	212	79.0	6	0	6	0	5	41	0	172	172	134	3	3	78	53.5	6	0	3	0	5	41	0	39	39
ORTHOMCL14448	293.6666666666667	92.66666666666667	4	4	201	90.25	4	0	4	3	7	12	0	150	150	146	4	4	55	52.25	4	0	0	3	6	11	0	5	5
ORTHOMCL2959	399.6666666666667	96.66666666666667	16	16	303	212.1875	16	0	6	0	241	541	0	301	121	44	11	11	259	205.375	16	0	5	0	235	529	0	257	79
ORTHOMCL15830	207.66666666666669	121.66666666666667	4	4	86	62.5	4	0	3	5	4	19	0	30	30	28	4	4	58	54.25	4	0	0	5	4	18	0	3	3
ORTHOMCL13924	213.66666666666669	114.66666666666667	4	4	99	54.5	4	0	3	4	5	9	0	57	57	58	4	4	41	39.0	4	0	0	4	5	9	0	1	1
ORTHOMCL4098	402.6666666666667	125.66666666666667	15	15	277	165.86666666666667	15	0	14	0	187	320	0	207	143	80	10	10	197	156.26666666666668	15	0	5	0	180	307	0	129	65
ORTHOMCL14370	111.66666666666667	-0.3333333333333333	4	4	112	107.5	4	0	0	8	10	32	0	8	8	0	4	4	112	107.5	4	0	0	8	10	32	0	8	8
ORTHOMCL9390	528.6666666666667	348.6666666666667	7	7	180	25.714285714285715	5	1	7	0	0	0	0	180	180	179	1	1	1	0.14285714285714285	1	1	6	0	0	0	0	1	1
ORTHOMCL6351	924.6666666666666	93.66666666666667	12	12	831	415.75	12	0	11	1	392	818	0	474	462	409	11	10	422	380.3333333333333	12	0	1	1	391	813	0	65	53
ORTHOMCL12386	384.66666666666663	149.66666666666666	5	5	235	191.8	5	0	1	2	35	165	0	46	46	45	4	4	190	174.0	5	0	1	2	34	155	0	8	8
ORTHOMCL2898	1410.6666666666665	852.6666666666666	16	16	558	218.3125	16	0	16	0	249	528	0	558	558	303	11	11	255	183.8125	13	1	5	0	234	493	0	255	255
ORTHOMCL765	705.6666666666666	68.66666666666667	23	23	637	395.6521739130435	23	0	22	0	417	745	0	400	244	214	19	8	423	377.4782608695652	23	0	4	0	405	720	0	188	35
ORTHOMCL1450	2406.666666666667	1577.6666666666667	19	19	829	166.26315789473685	16	1	19	0	173	384	0	829	825	666	12	8	163	116.57894736842105	16	1	7	0	154	343	0	163	159
ORTHOMCL10629	231.66666666666666	60.666666666666664	6	6	171	101.66666666666667	6	0	5	4	43	88	0	97	97	81	5	5	90	81.5	6	0	1	4	41	83	0	19	19
ORTHOMCL5245	413.6666666666667	109.66666666666667	13	13	304	219.69230769230768	13	0	5	0	229	453	0	223	150	51	10	10	253	211.92307692307693	13	0	3	0	223	442	0	172	100
ORTHOMCL14726	482.6666666666667	88.66666666666667	4	4	394	270.25	4	0	2	6	5	25	0	228	228	19	2	2	375	264.0	4	0	2	6	5	25	0	209	209
ORTHOMCL5270	555.6666666666667	278.6666666666667	13	13	277	130.46153846153845	13	0	13	0	120	272	0	183	150	151	11	11	126	110.38461538461539	13	0	2	0	110	253	0	38	7
ORTHOMCL10841	501.66666666666663	152.66666666666666	6	6	349	199.66666666666666	6	0	5	3	66	191	0	172	172	166	5	5	183	170.66666666666666	6	0	1	3	65	190	0	6	6
ORTHOMCL10502	379.6666666666667	57.666666666666664	6	6	322	285.0	6	0	1	14	171	408	0	12	12	7	5	5	315	282.3333333333333	6	0	1	14	171	407	0	6	6
ORTHOMCL5404	649.6666666666667	389.6666666666667	13	13	260	106.84615384615384	13	0	13	1	85	209	0	169	166	171	13	13	89	86.92307692307692	13	0	0	1	79	198	0	2	1
ORTHOMCL11677	300.6666666666667	113.66666666666667	5	5	187	103.0	5	0	4	0	8	30	0	85	85	80	3	3	107	83.2	5	0	2	0	8	30	0	8	8
ORTHOMCL9279	604.6666666666666	222.66666666666666	7	7	382	262.0	7	0	6	1	140	464	0	143	143	125	6	6	257	241.42857142857142	7	0	1	1	139	462	0	18	18
ORTHOMCL8908	2528.666666666667	1046.6666666666667	8	8	1482	185.25	3	1	7	0	0	0	0	1482	1482	1481	1	1	1	0.125	1	1	7	0	0	0	0	1	1
ORTHOMCL2995	606.6666666666666	197.66666666666666	16	16	409	306.0	16	0	7	2	318	630	0	229	89	82	13	13	327	294.3125	16	0	3	2	311	615	0	147	13
ORTHOMCL8663	664.6666666666666	105.66666666666667	8	8	559	360.625	8	0	6	0	222	477	0	253	253	224	7	7	335	309.875	8	0	1	0	222	477	0	30	30
ORTHOMCL16784	220.66666666666669	84.66666666666667	4	4	136	115.75	4	0	0	23	20	34	0	27	27	29	4	4	107	104.75	4	0	0	23	19	32	0	3	3
ORTHOMCL1726	546.6666666666666	151.66666666666666	18	18	395	280.6111111111111	18	0	11	0	304	461	0	328	91	94	14	12	301	263.3333333333333	18	0	4	0	290	439	0	237	10
ORTHOMCL12704	1504.6666666666667	340.6666666666667	5	5	1164	439.6	5	0	5	5	35	91	0	962	962	834	3	3	330	254.6	5	0	2	5	35	90	0	132	132
ORTHOMCL1183	978.6666666666666	241.66666666666666	20	20	737	391.5	20	0	20	0	491	1047	0	737	538	231	13	9	506	368.85	20	0	7	0	476	1019	0	506	312
ORTHOMCL1153	380.6666666666667	25.666666666666668	20	20	355	342.25	18	1	1	4	338	704	0	9	8	7	19	14	348	340.7	18	1	1	4	337	702	0	3	2
ORTHOMCL3812	270.6666666666667	68.66666666666667	15	15	202	153.86666666666667	15	0	14	0	153	289	0	53	44	46	13	12	156	147.06666666666666	15	0	2	0	151	284	0	9	1
ORTHOMCL5190	465.6666666666667	114.66666666666667	13	13	351	289.53846153846155	13	0	2	0	284	592	0	49	48	50	11	11	301	279.7692307692308	13	0	2	0	279	578	0	5	4
ORTHOMCL14591	980.6666666666667	510.6666666666667	4	4	470	264.75	4	0	2	5	12	45	0	352	352	98	2	2	372	235.75	4	0	2	5	12	43	0	258	258
ORTHOMCL16023	138.66666666666666	36.666666666666664	4	4	102	71.0	4	0	3	3	4	19	0	38	38	36	4	4	66	60.75	4	0	0	3	4	19	0	4	4
ORTHOMCL1389	1216.6666666666667	385.6666666666667	19	19	831	398.10526315789474	19	0	19	0	449	1005	0	831	664	377	14	13	454	359.5263157894737	19	0	5	0	430	953	0	454	296
ORTHOMCL8881	1612.6666666666665	1002.6666666666666	8	8	610	184.5	8	0	6	0	15	30	0	610	610	457	4	4	153	76.375	5	1	4	0	15	29	0	153	153
ORTHOMCL1414	766.6666666666667	302.6666666666667	19	19	464	217.68421052631578	19	0	19	0	262	468	0	464	403	197	12	11	267	202.05263157894737	19	0	7	0	256	449	0	267	206
ORTHOMCL7849	172.66666666666666	26.666666666666668	9	9	146	83.55555555555556	9	0	8	1	66	86	0	70	70	70	9	9	76	74.88888888888889	9	0	0	1	65	85	0	1	1
ORTHOMCL15677	1097.6666666666667	292.6666666666667	4	4	805	291.25	4	0	3	0	0	0	0	765	765	493	2	2	312	165.5	4	0	2	0	0	0	0	273	273
ORTHOMCL8431	125.66666666666667	66.66666666666667	8	8	59	51.875	8	0	0	1	39	70	0	8	8	7	8	8	52	50.125	8	0	0	1	38	67	0	2	2
ORTHOMCL6741	1553.6666666666665	770.6666666666666	11	11	783	371.90909090909093	9	1	11	0	283	626	0	517	511	413	8	7	370	314.6363636363636	9	1	3	0	276	611	0	108	104
ORTHOMCL13453	216.66666666666666	36.666666666666664	5	5	180	150.2	5	0	2	9	31	94	0	55	55	23	3	2	157	143.0	5	0	2	9	31	93	0	33	33
ORTHOMCL178	5562.666666666666	3988.6666666666665	33	33	1574	66.81818181818181	25	1	33	0	38	73	0	1574	1574	1546	17	12	28	15.06060606060606	21	1	16	0	27	51	0	28	28
ORTHOMCL10594	316.6666666666667	80.66666666666667	6	6	236	213.5	6	0	0	7	124	221	0	31	31	32	6	5	204	201.16666666666666	6	0	0	6	121	218	0	2	2
ORTHOMCL8484	532.6666666666667	283.6666666666667	8	8	249	136.25	8	0	8	1	70	213	0	140	140	111	7	6	138	115.5	8	0	1	1	63	204	0	36	36
ORTHOMCL7045	1000.6666666666667	481.6666666666667	10	10	519	240.6	10	0	10	1	171	369	0	412	330	313	8	6	206	178.7	10	0	2	1	160	350	0	105	27
ORTHOMCL8593	314.6666666666667	120.66666666666667	8	8	194	150.125	8	0	6	3	103	171	0	52	52	52	7	7	142	132.875	8	0	1	2	100	161	0	9	9
ORTHOMCL12218	1749.6666666666665	524.6666666666666	5	5	1225	539.4	5	0	4	0	12	67	0	1080	1080	638	3	3	587	381.6	5	0	2	0	12	67	0	442	442
ORTHOMCL2022	780.6666666666667	402.6666666666667	17	17	378	132.76470588235293	15	1	17	6	105	150	0	277	269	274	17	14	104	101.47058823529412	15	1	0	6	95	136	0	9	3
ORTHOMCL10779	1145.6666666666667	456.6666666666667	6	6	689	293.8333333333333	6	0	4	11	41	95	0	549	549	526	5	5	163	138.33333333333334	6	0	1	11	41	93	0	26	26
ORTHOMCL2416	162.66666666666669	93.66666666666667	17	17	69	44.64705882352941	17	0	16	0	49	77	0	69	21	20	12	12	49	40.294117647058826	17	0	5	0	45	70	0	49	5
ORTHOMCL10678	651.6666666666667	312.6666666666667	6	6	339	129.83333333333334	6	0	5	5	34	82	0	291	291	242	4	3	97	79.83333333333333	6	0	2	5	32	80	0	50	50
ORTHOMCL16783	752.6666666666667	353.6666666666667	4	4	399	280.0	4	0	4	26	29	68	0	144	144	105	3	3	294	251.0	4	0	1	26	29	68	0	42	42
ORTHOMCL15748	119.66666666666667	-0.3333333333333333	4	4	120	117.75	4	0	0	15	15	37	0	0	0	0	4	4	120	117.75	4	0	0	15	15	37	0	0	0
ORTHOMCL6086	322.66666666666663	161.66666666666666	12	12	161	99.16666666666667	12	0	11	0	91	221	0	141	52	54	8	8	107	88.25	12	0	4	0	85	201	0	87	5
ORTHOMCL7533	523.6666666666666	124.66666666666667	10	10	399	299.9	10	0	3	1	264	530	0	258	150	44	7	5	355	289.7	10	0	3	1	258	517	0	216	111
ORTHOMCL851	936.6666666666667	486.6666666666667	22	22	450	202.5	20	1	21	0	263	499	0	450	405	213	15	10	237	172.8181818181818	20	1	7	0	228	399	0	237	192
ORTHOMCL8054	2209.666666666667	1624.6666666666667	9	9	585	166.66666666666666	9	0	9	0	81	167	0	585	585	472	6	6	113	77.77777777777777	9	0	3	0	65	119	0	113	113
ORTHOMCL6743	776.6666666666667	481.6666666666667	11	11	295	132.9090909090909	11	0	10	0	119	240	0	295	230	125	5	5	170	119.18181818181819	11	0	6	0	117	233	0	170	106
ORTHOMCL6375	302.6666666666667	102.66666666666667	12	12	200	102.16666666666667	12	0	11	2	94	139	0	104	102	103	11	11	97	91.58333333333333	12	0	1	2	92	134	0	2	1
ORTHOMCL2266	375.6666666666667	103.66666666666667	17	17	272	228.88235294117646	17	0	1	2	228	459	0	35	35	42	16	15	230	220.1764705882353	17	0	1	2	221	445	0	0	0
ORTHOMCL10529	995.6666666666667	297.6666666666667	5	5	698	431.4	5	0	5	8	109	349	0	346	346	291	4	3	407	363.4	5	0	1	8	107	343	0	63	63
ORTHOMCL1892	1510.6666666666665	798.6666666666666	17	17	712	353.11764705882354	17	0	17	0	448	833	0	712	626	239	8	8	473	323.5882352941176	17	0	9	0	431	799	0	473	387
ORTHOMCL7980	816.6666666666667	267.6666666666667	9	9	549	274.22222222222223	9	0	8	0	222	421	0	549	549	219	5	5	330	240.22222222222223	9	0	4	0	218	413	0	330	330
ORTHOMCL4808	234.66666666666666	39.666666666666664	14	14	195	147.64285714285714	14	0	12	2	134	242	0	53	53	53	14	12	142	140.28571428571428	14	0	0	2	132	238	0	3	3
ORTHOMCL4271	1132.6666666666667	492.6666666666667	15	15	640	202.73333333333332	15	0	14	1	155	345	0	514	486	479	12	11	161	148.93333333333334	15	0	3	1	147	334	0	40	14
ORTHOMCL4048	634.6666666666667	256.6666666666667	14	14	378	209.14285714285714	14	0	13	1	202	420	0	286	227	152	10	10	226	194.0	14	0	4	1	196	408	0	134	76
ORTHOMCL12096	2291.666666666667	1719.6666666666667	5	5	572	188.6	5	0	5	3	23	64	0	481	481	483	5	5	89	84.0	5	0	0	3	22	60	0	7	7
ORTHOMCL14187	534.6666666666666	116.66666666666667	4	4	418	172.5	4	0	3	4	10	28	0	325	325	324	4	4	94	89.75	4	0	0	4	10	28	0	3	3
ORTHOMCL15979	413.6666666666667	18.666666666666668	4	4	395	334.5	4	0	2	41	33	99	0	75	75	21	2	2	374	329.0	4	0	2	41	33	99	0	54	54
ORTHOMCL14115	1264.6666666666665	736.6666666666666	4	4	528	326.0	4	0	4	15	32	98	0	290	290	241	4	4	287	258.75	4	0	0	15	32	97	0	54	54
ORTHOMCL12191	215.66666666666669	83.66666666666667	5	5	132	81.0	5	0	4	3	12	31	0	65	65	63	5	4	69	66.4	3	1	0	3	12	31	0	3	3
ORTHOMCL1498	246.66666666666666	61.666666666666664	19	19	185	157.31578947368422	19	0	3	0	159	277	0	95	16	16	16	11	169	155.47368421052633	19	0	3	0	158	275	0	79	1
ORTHOMCL10771	1194.6666666666667	294.6666666666667	6	6	900	589.0	6	0	6	8	176	360	0	510	510	242	4	4	658	539.6666666666666	6	0	2	8	173	356	0	273	273
ORTHOMCL1540	475.66666666666663	160.66666666666666	19	19	315	188.05263157894737	19	0	19	0	181	387	0	134	133	140	19	15	175	173.31578947368422	19	0	0	0	173	368	0	1	1
ORTHOMCL10718	810.6666666666667	475.6666666666667	6	6	335	130.0	6	0	6	1	45	62	0	256	256	236	3	3	99	85.0	6	0	3	1	44	61	0	21	21
ORTHOMCL10695	630.6666666666666	90.66666666666667	6	6	540	246.66666666666666	6	0	5	0	43	91	0	466	466	238	3	3	302	200.5	6	0	3	0	43	91	0	228	228
ORTHOMCL1098	324.6666666666667	121.66666666666667	20	20	203	111.95	20	0	20	0	110	167	0	148	88	93	17	13	110	102.0	20	0	3	0	106	160	0	58	1
ORTHOMCL4034	660.6666666666667	258.6666666666667	15	15	402	278.53333333333336	15	0	14	2	262	576	0	227	116	127	12	12	275	254.26666666666668	15	0	3	2	244	537	0	107	6
ORTHOMCL15826	236.66666666666666	182.66666666666666	4	4	54	14.0	4	0	4	0	0	0	0	53	53	53	1	1	1	0.25	1	1	3	0	0	0	0	1	1
ORTHOMCL9579	1050.6666666666667	284.6666666666667	7	7	766	547.5714285714286	7	0	5	9	280	682	0	281	281	212	6	6	554	498.2857142857143	7	0	1	9	276	672	0	76	76
ORTHOMCL7794	313.66666666666663	208.66666666666666	9	9	105	63.111111111111114	9	0	8	0	46	111	0	86	86	35	6	6	70	55.22222222222222	9	0	3	0	44	108	0	52	52
ORTHOMCL12916	566.6666666666666	168.66666666666666	5	5	398	273.8	5	0	3	5	39	115	0	234	234	128	3	3	270	224.8	5	0	2	5	38	114	0	108	108
ORTHOMCL2192	1187.6666666666667	272.6666666666667	17	17	915	302.94117647058823	17	0	16	2	280	657	0	778	627	626	14	11	289	258.94117647058823	17	0	3	2	272	635	0	156	9
ORTHOMCL11213	195.66666666666666	161.66666666666666	6	6	34	9.833333333333334	4	1	5	0	0	0	0	34	34	33	1	1	1	0.16666666666666666	1	1	5	0	0	0	0	1	1
ORTHOMCL15075	432.6666666666667	76.66666666666667	4	4	356	199.75	4	0	3	12	11	33	0	209	209	157	2	2	199	158.25	4	0	2	12	11	33	0	53	53
ORTHOMCL3070	4036.6666666666665	2491.6666666666665	16	16	1545	160.25	13	1	16	0	81	154	0	1545	1545	1452	9	9	93	55.9375	10	1	7	0	77	145	0	93	93
ORTHOMCL2563	593.6666666666666	205.66666666666666	17	17	388	164.94117647058823	17	0	16	0	151	318	0	239	235	237	17	16	151	145.64705882352942	17	0	0	0	145	306	0	7	4
ORTHOMCL1705	2892.666666666667	1425.6666666666667	17	17	1467	636.3529411764706	17	0	16	0	798	1745	0	1467	1446	613	8	8	854	565.3529411764706	17	0	9	0	755	1659	0	854	835
ORTHOMCL9277	1546.6666666666665	696.6666666666666	7	7	850	298.57142857142856	7	0	6	2	88	297	0	709	709	617	5	5	233	199.0	7	0	2	2	86	286	0	98	98
ORTHOMCL4807	352.66666666666663	141.66666666666666	14	14	211	142.85714285714286	14	0	13	1	137	277	0	73	65	66	13	13	145	134.78571428571428	14	0	1	1	134	269	0	10	3
ORTHOMCL8706	936.6666666666667	290.6666666666667	8	8	646	453.0	8	0	4	3	270	758	0	381	381	92	5	3	554	430.625	8	0	3	3	265	747	0	293	293
ORTHOMCL4264	1817.6666666666665	998.6666666666666	15	15	819	250.26666666666668	15	0	15	0	262	614	0	819	819	539	7	7	280	179.86666666666667	13	1	8	0	232	502	0	280	280
ORTHOMCL12874	1914.6666666666665	714.6666666666666	5	5	1200	816.4	5	0	3	36	163	343	0	506	506	444	4	4	756	669.4	5	0	1	36	161	336	0	82	82
ORTHOMCL8517	2714.666666666667	1804.6666666666667	7	7	910	232.28571428571428	7	0	7	0	63	179	0	779	779	780	6	6	130	110.71428571428571	7	0	1	0	61	175	0	1	1
ORTHOMCL2334	448.66666666666663	241.66666666666666	17	17	207	155.11764705882354	17	0	5	0	163	378	0	111	39	46	15	13	161	142.94117647058823	17	0	2	0	152	358	0	70	4
ORTHOMCL3072	461.6666666666667	282.6666666666667	16	16	179	78.8125	16	0	16	1	70	136	0	107	105	106	15	13	73	70.25	16	0	1	1	68	133	0	2	1
ORTHOMCL6519	578.6666666666667	341.6666666666667	11	11	237	102.9090909090909	11	0	11	0	75	201	0	147	145	149	10	10	88	81.0	11	0	1	0	70	190	0	3	2
ORTHOMCL5189	1015.6666666666667	379.6666666666667	13	13	636	476.61538461538464	13	0	11	5	437	969	0	166	162	172	12	12	464	446.0769230769231	13	0	1	5	422	933	0	10	7
ORTHOMCL15890	290.6666666666667	73.66666666666667	4	4	217	182.25	4	0	1	5	9	39	0	23	23	14	3	3	203	177.0	4	0	1	5	9	38	0	11	11
ORTHOMCL3563	192.66666666666666	63.666666666666664	15	15	129	113.13333333333334	15	0	1	0	114	265	0	12	12	14	14	13	115	107.6	15	0	1	0	109	253	0	3	3
ORTHOMCL12719	276.6666666666667	125.66666666666667	5	5	151	86.8	5	0	4	2	20	47	0	78	78	78	4	4	73	65.8	5	0	1	2	18	44	0	6	6
ORTHOMCL213	651.6666666666666	209.66666666666666	32	32	442	299.78125	32	0	30	1	302	524	0	312	149	134	28	12	308	286.9375	32	0	4	1	296	512	0	178	21
ORTHOMCL3322	819.6666666666667	384.6666666666667	16	16	435	185.8125	16	0	16	0	192	392	0	353	310	240	11	11	195	158.75	16	0	5	0	184	371	0	116	75
ORTHOMCL16226	453.66666666666663	138.66666666666666	4	4	315	242.75	4	0	3	6	22	89	0	92	92	96	4	4	219	214.25	4	0	0	6	22	88	0	2	2
ORTHOMCL9347	494.66666666666663	136.66666666666666	7	7	358	174.71428571428572	7	0	5	1	32	165	0	252	252	220	5	3	138	118.28571428571429	7	0	2	1	32	164	0	32	32
ORTHOMCL9688	422.6666666666667	61.666666666666664	7	7	361	223.28571428571428	7	0	6	8	102	160	0	194	194	204	7	6	157	149.71428571428572	7	0	0	8	88	142	0	9	9
ORTHOMCL4067	250.66666666666669	72.66666666666667	15	15	178	109.06666666666666	15	0	12	0	107	237	0	110	103	79	11	11	99	87.53333333333333	15	0	4	0	94	193	0	34	27
ORTHOMCL16182	114.66666666666667	19.666666666666668	4	4	95	84.5	4	0	0	12	12	21	0	16	16	9	4	4	86	82.0	4	0	0	12	12	21	0	7	7
ORTHOMCL1187	2130.666666666667	1348.6666666666667	20	20	782	196.25	17	1	20	0	271	571	0	782	782	536	8	8	246	139.8	17	1	12	0	218	464	0	246	246
ORTHOMCL6302	2112.6666666666665	967.6666666666666	12	12	1145	524.5833333333334	12	0	11	0	497	975	0	1142	836	570	8	8	575	437.75	12	0	4	0	494	965	0	572	266
ORTHOMCL11296	692.6666666666667	264.6666666666667	6	6	428	152.66666666666666	6	0	6	0	2	2	0	356	356	288	4	2	140	102.33333333333333	6	0	2	0	2	2	0	71	71
ORTHOMCL4052	690.6666666666666	186.66666666666666	15	15	504	211.86666666666667	15	0	14	1	187	384	0	317	312	313	15	14	191	185.6	15	0	0	0	182	375	0	9	5
ORTHOMCL7768	220.66666666666669	108.66666666666667	9	9	112	70.88888888888889	9	0	8	0	46	141	0	47	47	48	9	9	64	62.44444444444444	9	0	0	0	43	136	0	2	2
ORTHOMCL9273	651.6666666666666	214.66666666666666	7	7	437	279.2857142857143	7	0	6	0	97	343	0	227	227	98	4	4	339	263.14285714285717	7	0	3	0	96	339	0	130	130
ORTHOMCL10551	203.66666666666666	58.666666666666664	6	6	145	129.5	6	0	0	9	69	132	0	20	20	20	6	6	125	124.16666666666667	6	0	0	9	68	131	0	2	2
ORTHOMCL7249	769.6666666666667	447.6666666666667	10	10	322	121.3	10	0	10	0	75	206	0	243	224	222	9	9	100	91.0	10	0	1	0	71	199	0	24	6
ORTHOMCL9935	1879.6666666666665	794.6666666666666	7	7	1085	575.8571428571429	7	0	3	0	119	356	0	982	982	269	4	4	816	496.7142857142857	7	0	3	0	116	352	0	715	715
ORTHOMCL14030	1914.6666666666665	806.6666666666666	4	4	1108	409.25	4	0	3	13	11	45	0	998	998	809	2	2	299	202.25	4	0	2	13	10	44	0	191	191
ORTHOMCL12726	411.6666666666667	69.66666666666667	5	5	342	241.8	5	0	2	3	23	115	0	159	159	71	3	2	271	214.4	5	0	2	3	23	114	0	90	90
ORTHOMCL8023	624.6666666666666	169.66666666666666	9	9	455	374.22222222222223	9	0	0	11	288	585	0	93	93	95	9	7	360	355.1111111111111	9	0	0	11	282	571	0	5	5
ORTHOMCL6770	882.6666666666666	655.6666666666666	11	11	227	73.54545454545455	9	1	11	0	50	93	0	175	174	176	11	10	51	49.0	9	1	0	0	46	86	0	3	2
